trading_date,spread_name,5day_ret_0931_rank,5day_ret_0931_rank_mxm
2021/10/13,Spread_Port_03,-0.000460355,0.010957036
2021/10/13,Spread_Port_04,0.001349907,-0.03954185
2021/10/13,Spread_Port_05,0.001749652,0.07477224
2021/10/13,Spread_Port_06,0.005435685,0.17081825
2021/10/14,Spread_Port_01,-0.002009003,-0.056019597
2021/10/14,Spread_Port_02,-0.007334857,-0.14813925
2021/10/14,Spread_Port_03,-0.001348459,0.015383529
2021/10/14,Spread_Port_04,-3.91E-06,-0.051681627
2021/10/14,Spread_Port_05,0.004228658,0.095215626
2021/10/14,Spread_Port_06,0.006476473,0.20965219
2021/10/18,Spread_Port_01,-0.001662136,-0.008401948
2021/10/18,Spread_Port_02,0.003773395,0.13849485
2021/10/18,Spread_Port_03,-0.002359665,-0.05918604
2021/10/18,Spread_Port_04,0.006290493,0.16289742
2021/10/18,Spread_Port_05,-0.000876223,-0.115526475
2021/10/18,Spread_Port_06,-0.004967901,-0.12587923
2021/10/19,Spread_Port_01,-0.001662136,-0.008401948
2021/10/19,Spread_Port_02,0.003773395,0.13849485
2021/10/19,Spread_Port_03,-0.00212126,-0.012827292
2021/10/19,Spread_Port_04,0.006290493,0.16289742
2021/10/19,Spread_Port_05,-0.000876223,-0.115526475
2021/10/19,Spread_Port_06,-0.005171421,-0.1439135
2021/10/20,Spread_Port_01,-0.00052666,0.019826582
2021/10/20,Spread_Port_02,0.004174669,0.16316526
2021/10/20,Spread_Port_03,-0.00212126,-0.012827292
2021/10/20,Spread_Port_04,0.006852467,0.17726235
2021/10/20,Spread_Port_05,-0.000708794,-0.10758134
2021/10/20,Spread_Port_06,-0.007496013,-0.18757716
2021/10/21,Spread_Port_01,-0.001662136,-0.008401948
2021/10/21,Spread_Port_02,0.00375866,0.14920115
2021/10/21,Spread_Port_03,-0.00212126,-0.012827292
2021/10/21,Spread_Port_04,0.006290493,0.16289742
2021/10/21,Spread_Port_05,-0.000876223,-0.115526475
2021/10/21,Spread_Port_06,-0.005134558,-0.15804254
2021/10/22,Spread_Port_01,-0.002880135,-0.0569567
2021/10/22,Spread_Port_02,0.001685458,0.08760315
2021/10/22,Spread_Port_03,-0.003732873,-0.10083492
2021/10/22,Spread_Port_04,0.006763604,0.20182079
2021/10/22,Spread_Port_05,0.001263667,-0.023802305
2021/10/22,Spread_Port_06,-0.002764129,-0.12098614
2021/10/25,Spread_Port_01,-0.000388792,0.014346814
2021/10/25,Spread_Port_02,0.003764788,0.16273962
2021/10/25,Spread_Port_03,-0.002359665,-0.05918604
2021/10/25,Spread_Port_04,0.005744175,0.1615039
2021/10/25,Spread_Port_05,-0.001382131,-0.111614786
2021/10/25,Spread_Port_06,-0.005228644,-0.17194888
2021/10/26,Spread_Port_01,-0.001811734,-0.022104243
2021/10/26,Spread_Port_02,0.001748202,0.13037744
2021/10/26,Spread_Port_03,-0.002549723,-0.05342513
